,NPI,ProviderFirstName,ProviderLastName(LegalName),ProviderOrganizationName(LegalBusinessName),EntityTypeCode,HealthcareProviderTaxonomyCode,communityId,Code,Grouping,Classification,Specialization,Definition,Notes,Display Name,Section
968,1801006127,ROZMOND,LEWIS,,1.0,207Q00000X,4463,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
969,1275944985,LORRAINE,CHARLES,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
970,1295019198,EHAB,HANA,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
971,1639314776,RACHEL,MEHR,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
972,1215216890,TERRANCE,CRAION,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
973,1386638880,ALICIA,HALL,,1.0,207Q00000X,2352,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
974,1215155288,TONY,ROSS,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
975,1689647489,ILABEN,PATEL,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
976,1821019845,MOHAMAD,SIDANI,,1.0,207Q00000X,15821,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
977,1427092857,JACK,CLARK,,1.0,207Q00000X,16748,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
978,1700256971,,,KENNETH L WILLIAMS MD PHD,2.0,207Q00000X,944,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
979,1114966835,CHRISTOPHER,HOFFMAN,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
980,1922241959,DANIEL,HARTMAN,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
981,1154491207,BURTON,SANDERS,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
982,1174834824,RONYA,GREEN,,1.0,207Q00000X,1640,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
983,1467447664,MATTHEW,BRUST,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
984,1851605307,KRISTINE,TATOSYAN-JONES,,1.0,207Q00000X,1640,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
985,1003063314,LYNN,HOLLIDAY,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
986,1780804336,THOMAS,WHITFIELD,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
987,1366526469,JAMES,MACDONALD,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
988,1205097227,RAIGAN,BURKALL-LEWIS,,1.0,207Q00000X,6713,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
989,1013300367,MARIE,BROCK,,1.0,207Q00000X,21161,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
990,1578655791,JOHN,BOONE,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
991,1770945149,SADIQA,BOURA,,1.0,207Q00000X,1640,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
992,1548366222,CONCEPCION,MARTINEZ,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
993,1225411010,COREY,BATSON,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
994,1548251705,JOHN,KANE,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
995,1629248927,SHARON,KATUIN,,1.0,207Q00000X,1640,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
996,1033168059,MARK,CHAMBERS,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
997,1174576599,JULIA,GOMEZ,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
